@relation AutobotDataset

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyDirectionRelativeToGun numeric
@attribute hit numeric

@data
341.093815,4,0.121887,0
360.480271,-2,-0.919844,0
288.421662,-6,-0.999717,0
302.583435,-6,-0.999758,1
347.262979,2,-0.678789,1
297.330402,4,0.9135,0
293.657894,4,0.966904,1
257.488269,-6,0.884877,1
177.236351,0,-0.394832,1
183.422954,-6,-0.33691,0
161.69994,4,0.001602,0
84.367049,4,0.011647,1
123.315889,4,0.134202,0
51.66225,4,0.171079,1
47.889016,4,0.667262,1
59.494031,4,0.939976,1
72.912961,4,0.983358,1
120.590645,4,0.917352,1
155.017957,4,0.87857,1
170.400698,4,0.827,1
191.506662,4,0.905888,1
154.884613,-4,-0.997256,0
212.196232,6,-0.995686,1
229.10305,6,0.417018,0
314.318077,4,0.436964,0
431.853765,4,0.351334,0
548.139241,4,0.088679,0
625.263128,-4,-0.156748,0
615.481586,-6,0.008343,0
562.077519,-6,0.063583,1
543.79232,3,0.752748,0
489.757711,4,0.387826,0
299.857789,-6,0.387826,0
415.536024,4,0.147131,0
197.323009,4,0.999862,0
217.797843,-4,0.975389,1
181.038972,-6,-0.9992,0
321.134778,2,-0.999357,1
223.727538,-6,-0.999624,0
270.236777,4,-0.998096,1
233.028615,4,-0.993372,1
200.660675,4,0.104224,0
299.827754,4,-0.746883,0
279.655268,-6,-0.883549,0
312.136709,-6,-0.87257,1
329.586995,6,-0.976525,0
305.331,6,-0.973952,1
296.078192,4,-0.953213,1
256.569457,4,-0.940738,1
238.270605,4,0.959258,1
221.009636,4,0.275226,0
221.440497,-6,-0.884505,0
269.018698,3,-0.865127,1
224.945589,-6,-0.931619,0
248.0773,4,-0.996589,1
188.256713,4,-0.219375,1
139.494399,-3,-0.116531,0
142.230529,-6,-0.550411,0
125.25619,-6,-0.799954,0
125.644222,-6,-0.872541,0
163.918336,-6,0.10567,0
222.288468,-6,0.257872,0
234.885924,3,0.385166,0
270.794195,4,0.347755,0
298.713242,4,-0.114966,0
247.697125,-6,-0.146825,1
286.088895,-6,0.294128,0
249.032361,4,0.99957,0
303.114939,4,0.999591,1
340.43904,4,0.999768,1
356.131964,4,0.999989,1
372.077163,4,0.994626,0
368.35051,4,-0.138427,0
333.345038,-5,-0.852551,0
292.667227,-6,-0.886718,0
321.918667,1,-0.566862,0
254.882856,4,-0.220972,0
225.500496,4,-0.115223,0
234.721478,-3,-0.169233,1
252.609144,-6,0.869606,0
161.027703,-2,0.946919,1
239.997486,-6,0.890235,0
130.144946,4,0.801573,1
121.280083,4,0.009046,0
114.437922,-5,0.084021,0
102.484952,-6,0.287196,0
102.719332,-6,0.434654,0
130.57228,-6,-0.844561,0
187.232718,5,-0.940169,1
162.667343,-6,-0.942416,0
208.670018,6,-0.996582,1
257.584905,4,-0.891894,1
279.200153,4,-0.878476,0
203.031482,4,-0.878079,0
227.5413,4,-0.917342,1
97.235125,4,-0.933228,1
40.862248,0,-0.840779,1
211.353642,4,0.837363,1
129.581234,-6,0.949837,1
193.819097,-6,0.957134,0
101.835105,-6,-0.654892,0
145.667268,-6,-0.99356,0
214.134445,-2,-0.99356,1
149.770426,4,1,0
172.81548,-1,0.89918,1
105.187282,-6,0.962819,1
145.897842,4,0.926776,0
59.135088,-6,0.829649,1
145.908341,0,0.784878,0
102.95362,-6,0.784878,0
180.212332,6,0.949297,0
231.865985,4,0.95035,0
280.268902,4,0.942553,0
319.693697,4,0.760972,1
267.063815,-4,0.999338,1
218.917639,-4,-0.378828,0
188.406031,-6,-0.999113,0
200.021562,-6,-0.875787,1
257.084047,0,0.283482,0
189.93851,4,0.352721,0
202.968512,4,0.843687,1
151.015475,-6,0.914812,1
236.917539,-2,0.890416,0
82.511054,-6,-0.997298,0
169.963262,-6,-0.997627,1
297.081406,-6,-0.345033,0
427.711565,-6,-0.234058,0
533.2498,-6,-0.157376,0
527.611896,4,-0.259399,0
496.377521,4,-0.373402,0
508.428183,-0,-0.367728,0
523.068905,-6,-0.373216,0
536.426724,-6,-0.335547,0
544.335974,4,-0.345333,0
505.490692,4,-0.424806,0
479.301641,2,-0.407611,0
526.96281,-6,-0.370433,1
561.53068,0,0.63384,0
480.401572,4,0.916078,0
470.184463,4,-0.316794,0
461.712793,-2,-0.995665,0
464.936186,-6,-0.976895,1
426.868027,-6,-0.974971,0
430.900337,4,0.671999,1
475.893732,4,0.854079,0
403.705137,2,0.994506,0
381.923336,-6,-0.022223,0
272.357591,-6,-0.742294,0
47.587664,4,-0.742294,1
48.047508,3,-0.455383,1
75.004462,-6,0.615761,0
128.990699,4,0.996413,0
199.952387,4,0.970228,1
212.148941,-6,-0.999999,0
185.832367,-6,-0.937728,0
105.093746,-4,-0.697452,0
70.714732,-4,-0.974415,1
60.84149,-6,-0.664987,1
63.810641,-6,-0.954313,1
96.555507,-6,-0.971763,0
161.386493,-6,-0.876496,1
235.690401,-6,-0.455756,0
196.56712,4,-0.373069,0
188.057437,4,-0.292178,0
168.429892,4,-0.329059,0
142.650724,4,-0.373323,0
84.36995,4,-0.406755,1
46.168383,0,-0.945289,1
50.842963,-6,-0.972586,1
109.675354,-6,-0.922295,1
123.297039,-6,-0.991554,1
184.247323,-6,-0.050183,0
240.929387,-6,0.472067,0
297.616104,1,0.811404,0
285.925842,4,0.789211,0
289.010525,4,0.698358,0
320.70305,4,0.596198,0
284.195525,-6,0.691683,0
175.049386,-4,0.761301,1
227.731948,-6,0.913096,0
200.350712,4,0.937992,1
284.168829,4,-0.292698,1
311.318822,-0,-0.558784,0
301.961266,-6,-0.393289,0
367.577436,-6,-0.315302,1
397.972178,2,0.998612,0
355.772689,4,0.400406,0
388.676342,4,-0.89296,0
377.593057,-6,-0.998794,0
466.467165,-2,-0.998576,1
404.653406,-6,-0.998576,0
421.074082,4,-0.424324,1
355.092874,4,-0.147793,1
262.545587,-6,0.959358,1
309.951179,-6,0.955243,0
280.29116,4,0.78175,1
364.20903,4,-0.989267,0
358.239185,2,-0.270727,0
408.18948,-6,0.091528,1
431.271103,-6,0.911699,0
408.514459,4,0.982858,0
409.686854,4,0.897294,1
320.032462,-4,-0.052176,0
256.034524,-6,-0.701536,0
272.831151,-6,-0.999493,0
323.188814,-6,-0.412962,0
405.935121,-6,-0.328934,1
413.990464,4,0.999941,0
410.760695,4,0.447948,0
446.473199,2,-0.811004,0
437.984712,-6,-0.882451,0
381.36958,-6,-0.879897,1
259.316592,4,-0.063217,0
256.64306,4,-0.25083,0
255.846131,-6,-0.477609,0
303.865774,-6,-0.363324,1
279.242585,-6,0.000326,0
313.881973,4,0.515332,0
350.618625,4,-0.653833,0
378.715541,4,-0.959611,0
329.747387,-6,-0.974069,0
386.561673,-6,-0.971522,1
486.860899,-6,0.340057,0
469.36316,4,0.997799,0
437.911773,4,0.519598,0
450.37954,-2,-0.666068,0
393.802953,-6,-0.622323,0
413.933525,-6,-0.600639,1
442.576332,4,-0.994111,1
434.16922,4,-0.929794,0
418.699264,4,0.762334,0
401.357837,-2,0.933932,0
407.735993,-6,0.946358,1
448.002619,-6,0.993456,0
314.275997,2,0.770591,1
363.077891,4,-0.237132,1
356.232017,4,-0.766073,0
354.598873,-6,-0.666435,1
389.49503,-6,0.913524,0
396.331188,4,0.998101,0
361.56112,4,-0.014333,0
361.272053,-6,-0.979172,0
358.929499,-6,-0.877497,0
421.632983,0,-0.849814,1
335.013094,4,0.065236,0
231.493989,4,0.872845,1
290.228111,4,0.846983,0
211.156966,-6,0.737799,0
69.574523,-6,0.968211,1
179.787982,-6,0.89746,0
51.203327,0,0.80723,1
63.742966,4,0.551415,1
102.264436,4,0.763477,0
129.15174,4,0.763477,0
152.121945,-4,-0.692729,0
163.946522,5,-0.26901,0
169.904263,6,0.227268,0
104.745923,6,0.979042,0
82.68045,6,0.998717,0
155.434386,6,0.975126,1
214.240693,6,0.527859,0
262.833158,6,0.596335,0
299.793077,4,0.432286,0
362.344063,4,-0.27422,0
396.192259,4,-0.668461,0
339.889624,-6,-0.770814,0
242.249169,-6,-0.816839,0
219.543851,1,-0.828861,0
245.431866,4,-0.897074,1
223.4303,4,-0.902109,0
268.442277,4,-0.895609,1
232.291814,4,-0.874511,1
92.645602,4,-0.754093,1
57.942745,4,-0.539324,0
157.919515,-2,-0.746874,0
252.800303,-6,-0.936835,1
410.044466,-6,-0.855772,1
484.071153,4,0.984322,0
464.718414,4,-0.00543,0
472.714131,4,-0.987595,0
490.979462,-5,-0.827538,0
529.627551,-6,-0.703138,0
647.361115,-6,-0.601599,0
649.705809,4,-0.572689,0
